#;status_id;screen_name;created_at;text;location;lang;hashtag;servicio;FALLA
672;1,48E+18;Expresoec;1/1/2022 15:00;#PorsinoloViste: En Mucho Lote 1, norte de Guayaquil, los tachos son abarrotados con toda clase de desperdicios. https://t.co/DoXtNUsk8o;Guayaquil;es;desperdicios;rec_bas;si
673;1,48E+18;Expresoec;28/12/2021 15:00;En Mucho Lote 1, los tachos son abarrotados con desperdicios. En la Huancavilca Norte esperan se complete intervención en sus arboledas. Estas situaciones se repiten en varios parques del norte de Guayaquil.;Guayaquil;es;desperdicios;rec_bas;si
674;1,48E+18;Expresoec;2/1/2022 17:40;El 1 de enero de 2022, funcionarios de Emaseo recorrieron varios sectores de Quito para ejecutar las tareas de limpieza. En el camino encontraron y levantaron alrededor de 2.000 toneladas de residuos.;Guayaquil;es;residuos;rec_bas;no
675;1,48E+18;FabianCueva50;4/1/2022 16:20;"@emac_ep @pedropalaciosu @wolframpalacio1 @tomebamba @radialvision @WRadioec @LaSuprema961 @complicefm @MaggicaFm @RadioCiudad1017 @ACueNoticias @_REDInformativa @RadioSonoonda Efectivamente, Cuenca es una ciudad limpia sus calles y avenidas  lucen exentas de basura, pero recordemos que el trabajo es permanente ; así como el cuidado de la  ciudadania.  Recuerden que una ciudad es limpia  no porque se barre más, sino por que se ensucia menos .";Cuenca, Ecuador;es;basura;rec_bas;no
676;1,48E+18;facundotigre;5/1/2022 14:45;@cedatos y la prensa basura dicen lo contrario....será porque sus familiares están ocupando cargos en el gobierno de @LassoGuillermo https://t.co/N4pMsgw9bo;Cuenca, Ecuador;es;basura;rec_bas;si
677;1,48E+18;fdelgado__;3/1/2022 17:12;@urvaseo Hola @urvaseo ya hemos conversado antes. Necesitamos cámaras de @cscgye para evidenciar tb a quienes botan basura aparte de mejorar la seguridad de mi sector. Cuales son los pasos ?;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
678;1,48E+18;fdelgado__;3/1/2022 17:40;@urvaseo @cscgye Gracias!;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
679;1,48E+18;feeltheflight;4/1/2022 19:29;EMELEC VA SER CAMPEON DE LA COPA LIBERTADORES Y VAMOS A DAR LA VUELTA EN EL BASURERO TWEETS NO APTO PARA PAVOS;Guayaquil, Ecuador;es;basurero;rec_bas;no
680;1,48E+18;feeltheflight;28/12/2021 5:45;El Basurero de Guayaquil, Emelec fue como invitado y se llevo el Cuadrangular dando la Primera Vuelta Olimpica en ese estadio de a verga con un Verdadero Golazo un zapatazo del Papa de los pavo El crack Ruben Beninca la rica historia de Emelec https://t.co/w0he8iLCbz;Guayaquil, Ecuador;es;basurero;rec_bas;no
681;1,48E+18;feeltheflight;3/1/2022 3:13;@juanbasti1991 Hay que volver a pintar ese estadio de azul dando la vuelta olimpica en el basurero como en el 88;Guayaquil, Ecuador;es;basurero;rec_bas;no
682;1,48E+18;fefe9_;4/1/2022 16:18;"*Subo una historia* 
Un man sacado de la basura picado pq nunca le respondo: reaccionó a tu historia “<U+0001F602>”";Guayaquil, Ecuador;es;basura;rec_bas;no
683;1,48E+18;fernandotauru;5/1/2022 15:48;@juanmarpaz Cada vez somos más los q no consumimos los canales nacionales con puro programa basura y serviles al gobierno;Guayaquil- Ecuador;es;basura;rec_bas;no
684;1,48E+18;fotobuho;4/1/2022 17:49;Mientras veía el programa, porque me gusta verlo le dije a mi hermano (chef)  que es inadmisible que se promueva el consumo de carne de fauna silvestre en tv nacional. Toda nuestra labor como guardaparques es tirada a la basura. ¡#MasterChefEcuador necesita sanción ya! https://t.co/0J0hM6XCrw;Guayaquil, Ecuador;es;basura;rec_bas;no
685;1,48E+18;FrankithoDeRc;5/1/2022 2:45;Pero que pedazos de basura que son. Mira lo que es ese torneo mugroso. https://t.co/XlbNj7Cj3T;Villa Amelia;es;basura;rec_bas;si
686;1,48E+18;freddyonasisz;29/12/2021 14:48;Que impotencia. Para el empleado de @urvaseo él Sr.  Amablemente se acerca a pedirle que ya está barrido que no vote basura allí. Pero le vale a esta BESTIA. Con esa gente no se puede @alcaldiagye @cscgye una ley para estos salvajes urgente. Presos con carreta y todo https://t.co/ox9AyGFaOm;Guayaquil - Ecuador;es;urvaseo;rec_bas;si
687;1,48E+18;gdannexx;5/1/2022 15:47;@manuelvaca @alcaldiagye @urvaseo Empiecen a aplicar multas está en la ley;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
688;1,48E+18;gdannexx;3/1/2022 12:34;@Urb_MuchoLote2 @urvaseo @alcaldiagye El tema de parqueo de vehículos grandes tiene tiempo, llegan cabezales, volquetas, buses, etc, que ocupan parqueos destinados a vehículos livianos.;Guayaquil, Ecuador;es;urvaseo;rec_bas;no
689;1,48E+18;geochambers;5/1/2022 19:24;@Danielsalcan88 @FaustoJarrinT @VSaquicelaE @yesguamani @Nathie_Arias @GuadalupeLlori Los mercenarios al servicio de la derecha serán arrojados a la basura donde va la escoria que por dinero y espacios de reparto venden impudicamente a su pueblo;Ecuador, paraiso en la tierra;es;basura;rec_bas;si
690;1,48E+18;geochambers;4/1/2022 21:23;@felipaoLDU @ramirogarciaf En Guayaquil han nacido escorias como nacen en cualquier parte sea Moreno en el Oriente y la basura que lo aplaudió, a Lasso lo apoyaron sierra y oriente lo que no significa que todos sean corruptos o estupidos, si Correa no hubiera nacido habría más basura en este pais;Ecuador, paraiso en la tierra;es;basura;rec_bas;no
691;1,48E+18;georgepincay;5/1/2022 14:55;@Jipijapa_GAD lo volvieron a hacer ayer, siempre dejan la basura de la calle 24 de mayo en la cdla Parrales I Guale, se llena el recolector de basura y se van, tenemos basura desde el jueves pasado, ya casi una semana, solución urgente por favor;Guayaquil, Ecuador;es;basura;rec_bas;si
692;1,48E+18;ggutierrez53;5/1/2022 20:05;@riccsaxf9 @CSEmelec Totalmente de acuerdo, ahora está cogiendo buena pinta el equipo, ya con esto habría que quemar a Rescalvo y Auad juntos, los amarramos panza contra panza y pedimos contribuciónes de camaretas y los quemamos por el basurero jajajajajajajaja;Guayaquil, Ecuador;es;basurero;rec_bas;no
693;1,48E+18;Giovann80574580;4/1/2022 12:18;@revistavistazo Hijos de puta hasta cuándo con sus falacias, nada disminuyó todo sigue creciendo día a día, no tienen ni un poco de empatía con el pueblo, basura son.;Guayaquil, Ecuador;es;basura;rec_bas;si
694;1,48E+18;haroldsojos;30/12/2021 1:19;@urvaseo ¿Las multas para cuando? De que valen videos y fotos si no hay sanciones. Tengo muchas pero creo que es por gusto subirlas si no hay sanciones ejemplares. Lastimosamente en nuestro país “solo se aprende con el castigo” ya es hora de sancionar con multas económicas.;Gye - Ecuador;es;urvaseo;rec_bas;si
695;1,48E+18;helderesc;5/1/2022 1:13;"Gente con ""trancazo"" en todo lado, descuido, negligencia, falta de pruebas, sistema de salud en crisis y un gobierno con mensajes contradictorios dedicado a insultar a líderes sociales e indígenas.
Una prensa basura que desvía la atención https://t.co/h62olrNpPs";Cuenca, Ecuador;es;basura;rec_bas;si
696;1,48E+18;hmvg1970;2/1/2022 21:40;@Urb_MuchoLote2 @urvaseo @alcaldiagye @alcaldiagye @ATMGuayaquil @urvaseo No es la primera vez que se hace este tipo de denuncia, favor que las autoridades hagan su trabajo;Guayaquil, Ecuador;es;urvaseo;rec_bas;si
697;1,48E+18;hmvg1970;2/1/2022 21:41;@ATM_Transito @ketpro @Urb_MuchoLote2 @urvaseo @alcaldiagye @ATMGuayaquil Ojalá apliquen la multa respectiva;Guayaquil, Ecuador;es;urvaseo;rec_bas;si
698;1,48E+18;hvmarinop;5/1/2022 1:01;@moscososervio1 @MashiRafael Basura q solo escribe basura y odio. Odio que todo lo horrible q ahora hay lo ven bien;Guayaquil, Ecuador;es;basura;rec_bas;si
699;1,48E+18;igpara;5/1/2022 0:26;¿Esto es izquierda? Esto es BASURA!!! https://t.co/rrIilo9czB;Ecuador Guayas Guayaquil;es;basura;rec_bas;si
700;1,48E+18;IngDavicho;31/12/2021 2:32;Que maldita costumbre que tienen los conductores de @urvaseo de cruzar el recolector en media calle @ATM_Transito https://t.co/lG2ohiOJNH;Guayaquil, Ecuador;es;urvaseo;rec_bas;si
701;1,48E+18;interagua;29/12/2021 3:25;@loaysa_b @jaimenebotsaadi @CynthiaViteri6 @Alcaldiagye1 @Veolia @urvaseo @Veolia_Ec @fondagua Hola @loaysa_b, nos hemos comunicado internamente con usted para atender su requerimiento. #NuncaNosRendimos;Guayaquil;es;urvaseo;rec_bas;no
702;1,48E+18;isabelandradez;5/1/2022 16:24;Digan las cosas por su nombre José Serrano es traidor del correismo, formó parte de esa basura llamada morenismo, la cual es prima hermana del Lassismo. https://t.co/mbBsseii47;GUAYAQUIL-ECUADOR;es;basura;rec_bas;si
703;1,48E+18;ivrolan0;5/1/2022 15:17;De la población. Y después se quejan cuando uno opta por canales pagados. Porque los canales Ecuatorianos tiene 80% de su programación basura. Q pena ver y saber q’ hay población q les gusta esa programación de basura. Y es por eso que las sociedad Ecuatoriana va de mal en peor;Cuenca Ecuador;es;basura;rec_bas;si
704;1,48E+18;jaimerreinoso;5/1/2022 16:14;@eluniversocom @CaropimentelJ Transfemicidio van por la misma línea de infobae dejen de ser tan basura ...;Guayaquil, Ecuador;es;basura;rec_bas;si
705;1,48E+18;janastaciolopez;2/1/2022 4:52;Correr y trotar en Villamil playas genial, lo malo basura y desperdicios en la playa y unas tortuguitas y cangrejos preciosos<U+0001F603><U+0001F3C3> https://t.co/5C0rRogCb1;Guayaquil, Ecuador;es;desperdicios;rec_bas;si
706;1,48E+18;jav1co;5/1/2022 6:10;@PabloDavalos63 Un perdedor como tú tuvo mucha atención, ahora vuelves al basurero de la historia;guayaquil;es;basurero;rec_bas;si
707;1,48E+18;javidavilam;4/1/2022 4:13;@leninvicuna Y te comento Lenin q Gye fue rescatado d ser un pueblo grande mal oliente con alcantarillas rebosadas, lleno de basura, q pasaban alcaldías y alcaldías disputandose cual era la mas nefasta, hasta q llegó la transformación d convertirse hoy en ciudad, q falta mejorar claro q falta;Guayaquil Ecu;es;basura;rec_bas;si
708;1,48E+18;JEHS200;5/1/2022 22:49;@Cruzcharlieb Ella disfruta y ustedes berrean. La basura boten al tacho;Guayaquil, Ecuador;es;basura;rec_bas;si
709;1,48E+18;jeyco1990;5/1/2022 13:17;@bonilcaricatura El periodismo vendido como el tuyo siempre será solo basura y nada más la basura se desecha;Guayaquil,Ecuador;es;basura;rec_bas;si
710;1,48E+18;JimDelgado_;4/1/2022 18:24;"Emelec está preparando una meada al estilo de Menamental que silenció dos veces el basurero.
Y la mafiosa Deller con Egas y Aualdo van a querer ponerse vaselina en el asterisco de tanta <U+0001F346> que Neme les va a dar! https://t.co/qESiHr9Ptf";Guayaquil, Ecuador;es;basurero;rec_bas;si
711;1,48E+18;jimlama7;5/1/2022 0:45;@IESSec están agendando con médicos particulares que no están atendiendo porque tienen COVID, hicieron perder el tiempo 2 horas tirados a la basura, quién repone el tiempo perdido y el permiso de trabajo??? @LassoGuillermo @IessGuayas;Guayaquil, Ecuador;es;basura;rec_bas;si
712;1,48E+18;jmga1961;5/1/2022 13:30;Toneladas de basura en áreas públicas https://t.co/Pw22Yj9EU8;Guayaquil, Ecuador;es;basura;rec_bas;si
713;1,48E+18;Johannavaland;4/1/2022 15:27;@mafe_orquera Ya no se puede esperar nada bueno de El Universo. Mentiras y basura.;Guayaquil, Ecuador;es;basura;rec_bas;si
714;1,48E+18;jorgemunoz1214;30/12/2021 0:53;Manzana Q de la avenida Pinzones,de la ciudadela los Almendros..montículo de tierra y  desperdicios que ha dejado algún contratista irresponsable q podría causar un accidente d tránsito, señores @interagua atender urgente para  no lamentar después..esperamos una pronta respuesta https://t.co/r319EBGeIq;Guayaquil, Ecuador;es;desperdicios;rec_bas;si
715;1,48E+18;JoseKarken16;4/1/2022 23:30;No defendemos a una persona es la estabilidad, la seriedad, el prestigio y por q no la solvencia económica y Deportiva de EMELEC, durante un periodo el Sr. nassit NEME a Sido su presidente, no vamos a dejar que cualquiera tiré a la basura todo lo conseguido, so pretexto copas.;Guayaquil, Ecuador;es;basura;rec_bas;no
716;1,48E+18;jperez_t;4/1/2022 22:37;@AlmaMiaEcu Canales nacionales no veo  5 años. Son basura pura.;GUAYAQUIL;es;basura;rec_bas;si
717;1,48E+18;jperez_t;5/1/2022 12:50;@eluniversocom Todos estos funcionarios de Lasso tienen offsohre. Y así están en cargos públicos. La ley es basura para estos miserables empezando por el más grnade Evasor.;GUAYAQUIL;es;basura;rec_bas;si
718;1,48E+18;juanferycaza;4/1/2022 15:40;@MarioVCosta @XimenaGarzon11 @Salud_Ec En Quito, a mi cuñada le tocaba la 3ra dosis. Se la iban a poner y vieron que era menor de edad (en 1 mes cumple 18 años) y en su cara, botaron la vacuna a la basura…;Ecuador, Guayaquil;es;basura;rec_bas;si
719;1,48E+18;JuliaViteFu;4/1/2022 14:46;@Martinminguchi Prensa basura , ahora resulta que él correismo a sido lo mejor jajaaj como protejen al ladrón de Correa , y atacan @LassoGuillermo @AnderssonBoscan @eluniversocom;Guayaquil, Ecuador;es;basura;rec_bas;si
720;1,48E+18;jumoy1983;5/1/2022 21:44;"Que indignación <U+0001F621> me molesta que las personas tengan mascotas, para después tirarlos como basura.

No deseo el mal, pero espero que tenga las consecuencias de sus acciones. <U+0001F92C><U+0001F621>";Ecuador;es;basura;rec_bas;si
721;1,48E+18;ketpro;3/1/2022 0:41;@ATM_Transito @Urb_MuchoLote2 @urvaseo @alcaldiagye @ATMGuayaquil Notificar a la ciudadanía el procedimiento y la sanción.;Guayaquil;es;urvaseo;rec_bas;si
722;1,48E+18;ketpro;2/1/2022 21:21;@Urb_MuchoLote2 @urvaseo @alcaldiagye @ATMGuayaquil daño a la propiedad pública, este tipo de acciones merecen ser sancionadas esperamos sus comentarios pues tienen la placa del vehículo.;Guayaquil;es;urvaseo;rec_bas;si
723;1,48E+18;KoMoLoKo1;2/1/2022 17:09;"@BenderOfuscado ¿Ya han dado solución a los residuos?
¿Cuanto dinero paga España a las empresas francesas que gestionan residuos de alta radiactividad?
¿Cuanto dinero lleva gastado la Japonesa Tesco por lo de Fukushima? ¿Ya han terminado de solucionar el desastre?";Pachamama.;es;residuos;rec_bas;si
724;1,48E+18;LeonardoHquezR;4/1/2022 17:30;<U+0001F926><U+0001F926><U+0001F926> Que BASURA <U+0001F447><U+0001F447> Por personas como el,  es que la PSEUDO sociedad civil,  y los PSEUDOS periodistas independientes estan en el LUGAR QUE SE MERECEN https://t.co/Dy9asdA75r;Guayaquil, Ecuador;es;basura;rec_bas;si
725;1,48E+18;machizaca;5/1/2022 2:18;@AlmaMiaEcu El problema que esos tipos de canales pone basura.. Ya no hay una ley de comunicación donde debían difundír programas educativos no basura como eso de chef y combate y etc etc pura basura no mas;Ecuador, Guayaquil;es;basura;rec_bas;si
726;1,48E+18;maferbenites;1/1/2022 13:43;Chamadre el señor de la recolección de basura ha pasado y ya recogió la basura de estos malcriados de enfrente. Mi plan no funcionó y viva la fiesta para esos mamarrachos <U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621> https://t.co/mSTgQc2l6K;guayaquil, Ecuador;es;recoleccion de basura;rec_bas;si
727;1,48E+18;Maika35237602;4/1/2022 15:26;@JOSEMANUELSOTO1 @AAretxaba Hay falacias in-retuiteables, compañero: Crean basura que después no hay manera de reciclar.;Cuenca;es;basura;rec_bas;si
728;1,48E+18;malorena_s;4/1/2022 15:00;@ChalecosAmarill @GerardLDonadoni Cuando la PRENSA: - Pierde la CREDIBILIDAD- Pierde la DIGNIDAD- Pierde la ÉTICA- Pierde la MORAL Se convierte en ¡PRENSA BASURA! https://t.co/7BkYQ2lgMv;Guayaquil, Ecuador;es;basura;rec_bas;si
729;1,48E+18;marco_rive21;4/1/2022 15:18;"Falsa alarma..<U+0001F605>
Ya aparecio mi cadena y no bote a la basura los $18 dólares.<U+0001F606> https://t.co/X8hbpGzptd";Cuenca, Ecuador;es;basura;rec_bas;no
730;1,48E+18;MarcoEncarnaci7;5/1/2022 16:49;@juanmarpaz Nooooo! Imposible , con tristeza admito que en mi casa nadie ve tv nacional , creo que ni cable. Lamentable pura basura. Bendito internet de nuestros días , te doy gracias por existir;Guayaquil, Ecuador;es;basura;rec_bas;no
731;1,48E+18;marcos77fernan1;5/1/2022 22:11;@edgarmontesde17 @EcuavisaInforma Jajajajaja el  gobierno hizo un realite show con este tema y después gritaban atentado ....pero cuando los ridiculizaron q fue mal armado desde ahí no se sabía nada de esta basura;guayaquil-Ecuador;es;basura;rec_bas;si
732;1,48E+18;marcos77fernan1;5/1/2022 22:06;@EcuavisaInforma Basura!!!?? cuando la pusieron hasta cadena nacional .....un realite show  son;guayaquil-Ecuador;es;basura;rec_bas;si
733;1,48E+18;marietegp;5/1/2022 16:12;@hurtado_dennis @yeoalfh @FDELPBS @Rickyexp @WillyrexYT @RudeGolems @steveaoki @babasonicos Que tiene que ver que los NFT funcionen con criptografía con que sean el futuro? Los identificadores únicos y la criptografía existen desde antes de que nacieras, funcionan mejor sin esa basura y no hay que quemar medio amazonas para usarlos;Cuenca;es;basura;rec_bas;no
734;1,48E+18;MarioloOrtegaL;1/1/2022 21:46;"- Tomarse una cerveza bajo el sol en la arena junto al mar con mi respectiva fundita para los desperdicios <U+0001F6AB>
- Fuego, gasolina, pirtecnia, clavos, aglomeración, latas, botellas vacías y demás desperdicios <U+2705>
Con ese sentido común actúan ciertas autoridades de control en Ecuador. https://t.co/er76fC2elv";Guayaquil Ecuador;es;desperdicios;rec_bas;no
735;1,48E+18;MasterCarlitoX;5/1/2022 1:39;@gmoggia Por cierto, si compras nuevo buscate un genérico. Si se cagan los botas a la basura te compras uno nuevo e igual te va a salir mas barato que arreglar uno de marca.;Guayaquil - Ecuador;es;basura;rec_bas;si
736;1,48E+18;Mateo_Valverde;28/12/2021 16:00;La orilla de la 3 de noviembre, sector calle cipreses es un basurero, se esconden ladrones, etc! https://t.co/nNJFoX3iWf;Cuenca, Ecuador;es;basurero;rec_bas;si
737;1,48E+18;Mauriciomord;5/1/2022 14:01;@MariuxiAdum Eso se llamo apología del delito. Si se respetara la ley de comunicación, sería diferente, no tendríamos TV basura en el país. Ni un solo programa de cuidado de la flora y fauna, eso también dice mucho de nuestra sociedad. @DEFENSORIAEC @FiscaliaEcuador;Guayaquil, Ecuador;es;basura;rec_bas;si
738;1,48E+18;mcastellanos;4/1/2022 10:29;Las marcas deberían asumir el coste de sus residuos. Toneladas de ropa sin usar. La industria de la moda se ha convertido en una de las más absurdas y contaminantes https://t.co/djWspORKos;Madrid/Cuenca;es;residuos;rec_bas;si
739;1,48E+18;MiDaZuPy;5/1/2022 17:08;@juanmarpaz No eres la única rara..tampoco veo @masterchefecu pero “lo de contenido basura” respeto,pero no comparto.Hay barrios enteros apoyando a personas muy comunes que están allí, algún sentido de unidad da eso y aquello, lo apoyo. Real contenido basura, hasta en los noticieros #triste;Guayas, Ecuador;es;basura;rec_bas;si
740;1,48E+18;monssanitte;4/1/2022 0:26;"Buena idea.
Existen equipos para procesar residuos sólidos domésticos e industriales que fácilmente pueden adquirirse y dotar a la comunidad de recicladores.
Son equipos pequeño y medianos para firmar comunidades auto sostenible.
El financiamiento de obtiene de los multilaterales https://t.co/JNalAVvt6z";;es;residuos;rec_bas;no
741;1,48E+18;mrjohnkeating;5/1/2022 19:25;"Los meses de confinamiento enfrentaron a muchas familias con un elemento antes ""invisible"": sus desperdicios. Clasificarlos y llevarlos a centros de acopio (de a poco más numerosos y notorios) es algo que ya está empezando a ocurrir. 

Qué esperan los gobiernos?";Vivo en una distopía.;es;desperdicios;rec_bas;si
742;1,48E+18;nathyartea;29/12/2021 19:04;Pero para quitar tratando de la peor forma a la señito de las mascarillas, al señor que vende maní o fundas de basura o a la señora con sus hijos  para eso son campeones “limpiando el espacio público” <U+0001F926><U+0001F3FB><U+200D><U+2640><U+FE0F> https://t.co/kWwaqeTP83;Cuenca, Ecuador;es;fundas de basura;rec_bas;si
743;1,48E+18;nerondice;2/1/2022 21:23;"@Urb_MuchoLote2 @urvaseo @alcaldiagye A la altura de Marbella tambien ""conductores"" han derribado otros arboles , mas de 3 casos ocasionados por estos infelices, que ni intentan reparar el daño causado como si la calle fuera de ellos.";Guayaquil;es;urvaseo;rec_bas;si
744;1,48E+18;Outsider_96;4/1/2022 21:22;"Literalmente casi tengo rapada la cabeza 

-alguien salido/a de la basura: TE CORTASTE EL CABELLO!?";Guayaquil, Ecuador;es;basura;rec_bas;no
745;1,48E+18;PabloHurtadoG;5/1/2022 22:37;Los periodistas vendidos son una BASURA y de seguro son gente mala. https://t.co/hEI02vriqK;Guayaquil, Ecuador;es;basura;rec_bas;si
746;1,48E+18;Pamcastr;4/1/2022 14:32;@Alejand01209494 Ésta es información es falsa, venida de prensa basura de gente que carece de credibilidad que lo único que busca es generar polémica, no nos dejemos engañar @elcomerciocom @EcuavisaInforma;Guayaquil, Ecuador;es;basura;rec_bas;si
747;1,48E+18;Pamcastr;4/1/2022 14:31;@mandradele @EcuavisaInforma @MarcoAnibal @jcarlosaizprua @LeninArtieda Prensa basura creando encuestas que carecen de credibilidad, esa es la forma en la que trabaja el correísmo @el_telegrafo @lahoraecuador;Guayaquil, Ecuador;es;basura;rec_bas;si
748;1,48E+18;paolasil21;4/1/2022 14:41;"@jmkarg Prensa basura hasta cuándo van a seguir mintiendo todos sabemos que estás encuestas son falta el pueblo esa informaciónes no tiene ni un poco de credibilidad
@notimundoec
@notimundoec";Guayaquil, Ecuador;es;basura;rec_bas;si
749;1,48E+18;paxmr82;5/1/2022 18:59;@manuelvaca @alcaldiagye @urvaseo Deben de poner una camara y altavoz, teniendo los centros de acopios de basura,  da mal aspecto a la salida, hagan algo y en el redondel de Mucho lote 2 tambien;Guayaquil Ecuador;es;urvaseo;rec_bas;si
750;1,48E+18;paxmr82;5/1/2022 18:59;@manuelvaca @alcaldiagye @urvaseo Deben de poner una camara y altavoz, teniendo los centros de acopios de basura,  da mal aspecto a la salida, hagan algo y en el redondel de Mucho lote 2 tambien;Guayaquil Ecuador;es;basura;rec_bas;si
751;1,48E+18;perezacecilia;5/1/2022 20:40;"@LeonidasIzaSal1 Cada día comprobamos que 
la justicia aún no está completada, muy pronto se acabará la destrucción y el miedo a delincuentes y corruptos como lo son  #LosGolpistas @LeonidasIzaSal1 basura  @PKnacional18  @CONAIE_Ecuador https://t.co/YP170HHP4g";Guayaquil, Ecuador;es;basura;rec_bas;si
752;1,48E+18;periodicodeuna;3/1/2022 15:51;En #Guayaquil se logró la limpieza de 51.569 sumideros. Incluyó la intervención de 20 canales, 5 conductos y 2 alcantarillas. Esto se realiza con contratistas de Interagua y más de 200 personas, así como maquinaria pesada para el retiro de azolve, basura y residuos domésticos. https://t.co/QKdsMTnTI6;Guayaquil, Ecuador;es;residuos;rec_bas;no
753;1,48E+18;peton9;4/1/2022 19:04;@gab_all1602 El sushi con gusto a la basura;Guayaquil;es;basura;rec_bas;no
754;1,48E+18;PetterBscManuel;5/1/2022 20:26;"#URGENTE ES LAMENTABLE VER ESTO.. SABER QUE EN LA TEMPORADA DE LAS GRIPES ESTACIONALES LA GENTE CORRE A LOS HOSPITALES O CENTROS DE SALUD CREYENDO A LA PRENSA GENOCIDA BASURA DEL TAL OMICRON.. I TAMBIEN POR USAR MUCHO LA MASCARILLA QUE PRODUCE ""NEUMONIA"" EN IESS DE LA VALDIVIA https://t.co/TwsDyKfaot";Guayaquil-Ecuador ;es;basura;rec_bas;si
755;1,48E+18;PetterBscManuel;4/1/2022 23:48;@LuisaGonzalezEc SIGUE EL GENOCIDIO DE LOS HOSPITALES...  PORFAVOR ESTAMOS EN LA ÉPOCA SD LAS GRIPES ESTACIONALES.. NO TE DEJES LLEVAR POR LO QUE DICE LA MALDITA PRENSA PAUTERA BASURA QUE METE MIEDO I TERROR CON EL SUPUESTO VIRU5 COMO LO HIZO EN EL 2020..;Guayaquil-Ecuador ;es;basura;rec_bas;si
756;1,48E+18;PetterBscManuel;4/1/2022 23:42;#URGENTE EN MANTA.. SIGUE EL GENOCIDIO DE LOS HOSPITALES...  PORFAVOR ESTAMOS EN LA ÉPOCA SD LAS GRIPES ESTACIONALES.. NO TE DEJES LLEVAR POR LO QUE DICE LA MALDITA PRENSA PAUTERA BASURA QUE METE MIEDO I TERROR CON EL SUPUESTO VIRU5 COMO LO HIZO EN EL 2020.. https://t.co/mR3ohQKiqQ;Guayaquil-Ecuador ;es;basura;rec_bas;si
757;1,48E+18;PMoysam;5/1/2022 19:34;"El feminismo quiere paridad de sexo (género no existe) entre legisladores y CEOs, nunca entre recogedores de basura, guardias penitenciarios, albañilería ni buzos de desagües sanitarios. 

 Esos oficios sí está bien que sean predominantemente masculinos.";Guayaquil, Ecuador;es;basura;rec_bas;si
758;1,48E+18;PPBL;4/1/2022 22:13;@andreapolola @ProyectoSacha @teleamazonasec @teleamazonasec con este programa basura MasterChef promocionando el consumo de carne de animales protegidos. Con este precedente mañana promocionan consumir carne de delfines, de osos de anteojos o quizás hasta de cóndor. El mundo al revés.;Guayaquil - Ecuador;es;basura;rec_bas;si
759;1,48E+18;radialvision;30/12/2021 17:21;"Noticias <U+0001F5DE> | #Cuenca

Se informa por parte de la @emac_ep cómo será el servicio de recolección  de basura desde este viernes 31 diciembre al 2 de enero que será normal. https://t.co/wxinGvs1KH";Cuenca Ecuador;es;recoleccion de basura;rec_bas;no
760;1,48E+18;radioaguila;28/12/2021 19:11;"#NOTICIA | Aproximadamente 1 200 recolectores realizarán las labores de limpieza, barrido y recolección de residuos sólidos con normalidad en todo el Distrito Metropolitano de Quito.

Personal de Emaseo realizará un operativo de limpieza en las avenidas principales, #limpieza https://t.co/bLA8ajMLM5";Guayaquil, Ecuador;es;residuos;rec_bas;no
761;1,48E+18;Radioelite997fm;28/12/2021 17:57;"COMUNICADO <U+0001F399>

@BomberosGYE y @urvaseo se unen para mantener informada a la comunidad.

Le recordamos a la ciudadanía que Urvaseo trabajará con normalidad durante este fin de año.

#HazTuParte #Urvaseo #MásConcienciaMenosExplosivos https://t.co/xRybKKtGVR";Guayaquil, Ecuador;es;urvaseo;rec_bas;no
762;1,48E+18;radioi99;29/12/2021 17:54;"“La idea es que la comunidad entienda que estamos trabajando por ellos, y que por ende, el trabajo del Municipio, de URVASEO y de la comunidad, es vital.”

Stefany Camacho
Vocera de Comunicación del Consorcio URVASEO
En nuestro programa #DIÁLOGO 

Sintoniza la 98.9FM<U+203C><U+FE0F> https://t.co/olZxsT1ZZQ";Guayaquil, Guayas, Ecuador;es;urvaseo;rec_bas;no
763;1,48E+18;RadioRomanceFM;28/12/2021 17:51;"<U+0001F449> COMUNICADO <U+0001F399><U+FE0F>
@bomberosgye y @urvaseo se unen para mantener informada a la comunidad.
Le recordamos a la ciudadanía que Urvaseo trabajará con normalidad durante este fin de año.
.
.
.
.
.
#HazTuParte #Urvaseo #MásConcienciaMenosExplosivos";Guayaquil, Ecuador;es;urvaseo;rec_bas;no
764;1,48E+18;ravt_ecu;4/1/2022 18:22;@lahistoriaec @VillaFernando_ esta franquicia de #MasterChefEcuador es la nueva tele basura q idiotiza tanta gente, y ahora este brillante idea comer animales exóticos deberían cerrarles la transmisión pero como este país es al revés, capas les felicitan;Cuenca, Ecuador;es;basura;rec_bas;si
765;1,48E+18;RevEcuador;5/1/2022 2:39;El duro ni de su casa, allá hasta la mujer lo basura, ese señor no es más que otro lentejero que al igual que Moreno se vendió a la derecha y casi seguro que sí está involucrado en caso ispol es también socio de la saca ojos https://t.co/C1nPmKIiUN;;es;basura;rec_bas;si
