#;status_id;screen_name;created_at;text;location;lang;hashtag;clasificacion;Si/No
764;1,48E+18;kiolosa;3/1/2022 19:35;@espuma_blanca @realmadrid Eres imbÇcil y no te enteras, en el programa hay dos del Baráa, el resto de tu querido Madris, ®y que te crees que hacen, echarle flores al Baráa?;en el mundo;es;imbecil;odio;si
765;1,48E+18;kiolosa;31/12/2021 10:25;"@malagona Que tendr†n que ver los ""cohhones pa comer trigo"" imbÇcil. Pues se van a Alemania por que all° ha ganado la izquierda. De nada.";en el mundo;es;imbecil;odio;si
766;1,48E+18;kiolosa;4/1/2022 12:18;@jandrosanchez_ @FonsiLoaiza ImbÇcil, por suerte eta hace muchos a§os que no existe.;en el mundo;es;imbecil;odio;si
767;1,48E+18;km7pere_;5/1/2022 15:29;Te amo maldito<U+2764><U+FE0F> https://t.co/zrD3RtrtEe;Guayaquil, Ecuador;es;maldito;odio;si
768;1,48E+18;KrissMatth;6/1/2022 1:47;Me muero por hablar contigo pero no se ni como decirte un maldito holis!;Guayaquil ;es;maldito;odio;no
769;1,48E+18;kungfupepe;4/1/2022 18:45;Maldito https://t.co/SpeCU9Gnn7;Guayaquil, Ecuador;es;maldito;odio;si
770;1,48E+18;LadillaConLanza;3/1/2022 4:41;No puedo creer que despues de todo lo que me ha pasado, el maldito algoritmo de mis redes sociales, en vez de recomendarme un buen psiquiatra para lidiar con el trauma de lo que vivi, solo me salen malditos anuncios para comprar un telefono nuevo.;Machala, Ecuador;es;maldito;odio;no
771;1,48E+18;LadillaConLanza;30/12/2021 0:55;SOY UNA IMBECIL.;Machala, Ecuador;es;imbecil;odio;si
772;1,48E+18;ldu_reydecopa;5/1/2022 18:40;@NilsonAngulismo Jajajaja apesta A ceviche y vagre HDP no tienen dignidad esos pobres simi0s;Cuenca, Ecuador;es;hdp;odio;si
773;1,48E+18;Lenin71286942;3/1/2022 2:11;@AlmaMiaEcu Eso ser°a un premio, este maldito @Lenin debe pagar todas sus fechor°as en vida, arrastr†ndose cual serpiente;Manta, Ecuador;es;maldito;odio;si
774;1,48E+18;Lenin71286942;29/12/2021 23:34;@Polificcion @alexismoncayo A ver pedazo de imbecil, yo Soy Correista y a mucho orgullo, ahora demuÇstrame que soy delincuente, mal parido HP;Manta, Ecuador;es;imbecil;odio;si
775;1,48E+18;LFervii;5/1/2022 2:22;@Lenin_B18 @MateoAGarca1 Al guionista le preguntaron sobre los agujeros de gui¢n y dijo que eso lo resolver°an los pr¢ximos, vaya imbÇcil. Aclamada por la cr°tica por ser el hombre ara§a, b†sicamente.;Guayaquil, Ecuador;es;imbecil;odio;si
776;1,48E+18;LG_BEJARANO;2/1/2022 3:09;@DigVallejo @ecuabot Un imbecil que no tiene nada m†s que solo hablar guebadas. V°as que solo duran 4 a§os? Hpta no espero que jam†s cambies mi ecuador ERES LO QUE TE MERECES!;Guayaquil, Ecuador;es;imbecil;odio;si
777;1,48E+18;lic_cmartin;1/1/2022 18:09;"@marielamona70 ®ImbÇcil el dog? ≠que va! ""Se acab¢ est† pantomima de la compostura: Ven ac† para mearte insecto hp... As° hay que decirle";Guayaquil - Ecuador;es;imbecil;odio;si
778;1,48E+18;Life_inPieces;2/1/2022 4:37;Hay que ser bien HDP para hacer esto..infelices ≠≠ https://t.co/3hMzeBE4wQ;Guayaquil, Ecuador;es;hdp;odio;si
779;1,48E+18;lissetteugalde;2/1/2022 0:39;"@DanielaNogales Falt¢ el ""para ti, maldito""";öT: -2.223226,-79.892607;es;maldito;odio;si
780;1,48E+18;LiutSantiago21;3/1/2022 17:22;@gabu_cho @nassibnemeanton Y tenemos al DT m†s imbÇcil, inepto e incompetente de la Liga Pro. Y lo renovaron. Ismael Rescalvo;Samborondon, Ecuador;es;imbecil;odio;si
781;1,48E+18;LiutSantiago21;30/12/2021 0:38;@AquiCorroVrgara Solo un imbÇcil, piensa que Lasso tiene la culpa de esto.;Samborondon, Ecuador;es;imbecil;odio;si
782;1,48E+18;LJLV11;5/1/2022 16:46;@AriBFlores Maldito fariseo ya calma y enciÇrrate jajajaja;Ecuador-Guayaquil ;es;maldito;odio;si
783;1,48E+18;lmnm05;28/12/2021 19:39;"@DarwinMoreiraZ @raulin016 A los ignorante hay q dejarlos que 
hablen. Vaya a decirle eso a la p de tu madre.  Que tenga un feliz a§o. Bloqueado por imbÇcil";Guayaquil, Ecuador;es;imbecil;odio;si
784;1,48E+18;lord_andreso;5/1/2022 18:47;JAJAJAJAJA que hdp! https://t.co/RI80N357DC;Guayaquil, Ecuador;es;hdp;odio;no
785;1,48E+18;Loreleydct;28/12/2021 21:46;Yo siempre antes de conocer otro imbecil: https://t.co/jI36wRsVkq;Pi§as, Ecuador;es;imbecil;odio;si
786;1,48E+18;louisebeltran9;2/1/2022 23:49;maldito a§o nuevo y lo que me trajo;Babahoyo, Ecuador;es;maldito;odio;si
787;1,48E+18;luarpa47;5/1/2022 22:36;@alesarbGYE @DIRECTVEcuador Esos HdP son los primeros q estar†n en Directv al igual q todos esos mmvs q est†n en goltv;Dur†n, Ecuador;es;hdp;odio;si
788;1,48E+18;luchi77o;31/12/2021 14:30;@joelcuestan @DiegoBolanosP Enfermo mental, hablas de focas y eres un imbecil odiador con el interÇs de q gane un candidato, q puesto te han ofrecido, idiota de verga? Lo £nico q haces es hablar mal del mismo club del q dices ser seguidor. Seguramente esperas lo peor xq te puede m†s el interÇs;Guayaquil;es;imbecil;odio;si
789;1,48E+18;lugarindebido;6/1/2022 3:14;"Que vergÅenza para Ambato todos esos cipotes que estuvieron el 31 en Ficoa como si les quitar†n la conciencia. ®No les da miedo de que sean los transmisores del covid para su familia? 
Asnos hdp";Ba§os De Agua Santa, Ecuador;es;hdp;odio;si
790;1,48E+18;LuisArizaga_;4/1/2022 0:06;"TraguÇ como imbÇcil y no fui al gym, por dos semanas.

BajÇ de peso.

Ok.";Ecuador - Guayas - Dur†n;es;imbecil;odio;si
791;1,48E+18;luka_gsw30;5/1/2022 0:29;@Marlonismo26 @dodo_ec Como vas a ser pana de dodo que eres imbecil o te parieron por ces†rea;Guayaquil, Ecuador;es;imbecil;odio;si
792;1,48E+18;luka_gsw30;3/1/2022 1:37;@Marlonismo26 JAJAJAJ que imbecil;Guayaquil, Ecuador;es;imbecil;odio;si
793;1,48E+18;LuzTorresTT;2/1/2022 22:45;maldito Gabriel cobarde;Daule, Ecuador;es;maldito;odio;si
794;1,48E+18;MadeInHeaven999;2/1/2022 15:19;@Literario26 @eluniversocom En serio imbÇcil??? Quien chucha gobern¢ el pa°s durante 10 a§os? Moreno o Lasso?????;Cuenca, Ecuador;es;imbecil;odio;si
795;1,48E+18;MadeInHeaven999;3/1/2022 2:21;@gusblues @julio_efe_ Pero no en la playa pues, que eso contamina el mar. Hay que ser imbÇcil para semejante idiotez;Cuenca, Ecuador;es;imbecil;odio;si
796;1,48E+18;maemicb;31/12/2021 23:06;Cu†nto odio la pirotecnia <U+0001F62D>, hasta los pajaritos salen volando como locos asustados cuando un imbÇcil lanza uno, inconcientes miserables. <U+0001F92C><U+0001F92F><U+0001F486><U+0001F3FD><U+200D><U+2640><U+FE0F>;Manta, Manab°, Ecuador.;es;imbecil;odio;si
797;1,48E+18;Maika35237602;28/12/2021 20:46;ImbÇcil es similar a fascista ? <U+0001F644> https://t.co/kmY6WkzTId;Cuenca;es;imbecil;odio;si
798;1,48E+18;maiky95;28/12/2021 20:33;"Entiendo que no se quieran vacunar , chÇvere pero esas personas que no se vacunan son las que menos se cuidan no hay dia en Guayaquil que no vea m°nimo una docena de personas que no usan mascarilla la gente tambiÇn es imbecil. 
Gracias a las vacunas hoy menos gente muere.";Bogot†, D.C., Colombia;es;imbecil;odio;si
799;1,48E+18;mailbo19;31/12/2021 22:38;@Allcivarista @R1spammerlmao @zubeld10s @musismchicaiza @Paulinho11__ @Gabbarinista @ProBasado @mauflores0 @nallidp3 Mmvrg mejor muerete;Riobamba, Ecuador;es;muerete;odio;si
800;1,48E+18;mailbo19;4/1/2022 4:22;@BieIerismo @zubeld10s @musismchicaiza Todos lo tomamos con amor y gracia menoa vos burro imbÇcil;Riobamba, Ecuador;es;imbecil;odio;si
801;1,48E+18;mailbo19;28/12/2021 22:38;@DiegoArcos14 @zubeld10s Jajshjjahahs dormiste Zubel imbÇcil;Riobamba, Ecuador;es;imbecil;odio;si
802;1,48E+18;mailbo19;4/1/2022 22:57;"NOOOOOOO como te vas a morenear tanto 
te queda hermosoooo hdp";Riobamba, Ecuador;es;hdp;odio;si
803;1,48E+18;mailbo19;1/1/2022 5:28;Bueee feliz a§o hdp;Riobamba, Ecuador;es;hdp;odio;si
804;1,48E+18;MaIsabel1124;31/12/2021 2:36;@eluniversocom Quieren al mundo m†s imbecil;Ecuador;es;imbecil;odio;si
805;1,48E+18;majorellanaj;3/1/2022 22:26;PAUL TE ODIO MALDITO BASTARDO HPTA!!!;Guayaquil, Ecuador;es;maldito;odio;si
806;1,48E+18;MaluPinoF;3/1/2022 1:26;MALDITO COVID YA ALêJATE DE MI FAMILIA PLGP!!!!;Guayaquil, Ecuador;es;maldito;odio;si
807;1,48E+18;Manolo191960;2/1/2022 11:34;@docpatsy67 @RealDonEvaristo Se acuerda este  maldito q meti¢ preso a un humilde chofer por llevar un monigote suyo en el balde de la camioneta ?es un enfermo ?asusta ver el cinismo que asco de individuo ?ahora se hace la v°ctima;Guayaquil, Ecuador;es;maldito;odio;si
808;1,48E+18;marantperoc;2/1/2022 23:17;"Escuchar a este facineroso mercachifle de Luis Baldeon es PEOR que leerlo. Un mediocre bueno para nada que le sirve a otro imbecil como @LoroHomero . El hambre y la necesidad juntos; par de par†sitos.";Guayaquil ;es;imbecil;odio;si
809;1,48E+18;MARCEROSE;2/1/2022 6:49;Ojal† un d°a leas esto, en las escaleras ese d°a pensÇ que chico tan interesante,ahora pienso que imbÇcil y b†sico si para ti RDCA fuck you <U+0001F62E><U+200D><U+0001F4A8>;Guayaquil, Ecuador;es;imbecil;odio;si
810;1,48E+18;MarEdu20;3/1/2022 1:35;Vos SOS un flor de hdp https://t.co/mwA1ceW9U6;Por el Mundo;es;hdp;odio;si
811;1,48E+18;MarEdu20;3/1/2022 0:41;Flor de hdp https://t.co/PN9YcvsXpd;Por el Mundo;es;hdp;odio;si
812;1,48E+18;mariajosesm1988;1/1/2022 22:22;@AByMM02 Yo escuchando cv, bandolera, las ganas, el cover de Par°s de a, mercedez, que no estaban haciendo todos igual, y maldito orgullo por un gusto culposo, sorry <U+263A>;Guayaquil, Ecuador;es;maldito;odio;no
813;1,48E+18;Marianao1982;31/12/2021 4:27;@DiegoArcos14 una idea, hacer un listado de frases hist¢ricas de periodistas ecuatorianos, ejemplo @pochoharbEC nos vamos al mundial y la otra si se lo come este hdp somos campeones, @aguschmer se acab¢ est† webada, la suya vale v... Este hdp, son para guardarlas jajajaja;Guayaquil;es;hdp;odio;si
814;1,48E+18;mariazam_18;5/1/2022 16:02;Maldito ig, que cada vez y cuando me andas fallando.;Guayas, Ecuador;es;maldito;odio;no
815;1,48E+18;marielamona70;30/12/2021 18:40;Podemos quemar a esa imbÇcil de Diana Salazar ma§ana 31 o de una vez? https://t.co/mx4pdg8P7Z;Guayaquil;es;imbecil;odio;si
816;1,48E+18;marielamona70;1/1/2022 12:28;QuÇ imbÇcil es este Dog, hijo de Trujillo, hermano de Diana Salazar. https://t.co/RvAnqKFZWE;Guayaquil;es;imbecil;odio;si
817;1,48E+18;mariojose25;4/1/2022 3:24;"@lahistoriaec En otras palabras estos cretinos ya nos est†n adelantando  que no van a recuperar nada de lo que se llevaron eso robolucionarios hdp. y el sonso en campa§a vociferaba lo contrario.
Cierto pero si  ya me estaba olvidando que todos Çstos hdp.... son la misma mierda";guayaquil;es;hdp;odio;si
818;1,48E+18;mariojose25;5/1/2022 4:52;"@papuchita2016 @monihdecevallos As° es
Pero como estos hdp....est†n llenos de incoherencias solo est†n haciendo huevadas que no tienen sentido";guayaquil;es;hdp;odio;si
819;1,48E+18;mariomashi;1/1/2022 6:16;@pochoharbEC Hay que ser bien imbÇcil para obligar a vacunarse a alguien en contra de su voluntad, violando derechos constitucionales y humanos elementales, con terapias gÇnicas experimentales sin registro sanitario ni aprobaci¢n del Arcsa  <U+0001F609>;Guayaquil;es;imbecil;odio;si
820;1,48E+18;MariuxiL;4/1/2022 17:49;@LichiTrujillo @nubiasandovalz Mejor no termino de leer porque capaz me convierto en asesina.  Gente imbÇcil;Guayaquil, Ecuador;es;imbecil;odio;si
821;1,48E+18;mArKrenton80;1/1/2022 13:47;"Pero lo peor es el imbecil, corrupto o ambas que a£n cree que la izquierda no es una banda de delincuentes mediocres vagos buenos para delinquir c°nicos pusil†nimes y demasiado mit¢manos; as° como t£ amo s†trapa llor¢n de Lovaina, y sigue llorona la loca @MashiRafael https://t.co/al209eh8XG https://t.co/0rhnBObtlx";Guayaquil, Ecuador;es;imbecil;odio;si
822;1,48E+18;mArKrenton80;31/12/2021 22:26;"@MamelaFialloFlo Si si @rodolfoasar todos son bots y trolls; tambiÇn hay duendes y elfos; pero tu eres un verdadero imbecil; o sea un ser humano que cree en la izquierda cree cualquiera idiotez; porque solo hay dos tipos de izquierdosos, los corruptos y los ignorantes. 
PD: Soy humano. https://t.co/LANdnpZmeJ";Guayaquil, Ecuador;es;imbecil;odio;si
823;1,48E+18;markvision006;2/1/2022 7:03;@Cupsfire_gye Menos una bestia llena de alcohol y manejar como un imbÇcil en ese estado, cada acci¢n tiene su reacci¢n;Cuenca Ecuador;es;imbecil;odio;si
824;1,48E+18;markvision006;2/1/2022 6:56;@carlitosdm66 Calla seudo ani§ado con salario b†sico que se cree la gran huevada ojal† este a§o le cargue la §ata a ese hdp que tanto da§o esta causando al pa°s;Cuenca Ecuador;es;hdp;odio;si
825;1,48E+18;Mashi_Pablo;29/12/2021 18:37;"@PovedaBriones @ManuLowar @ALBERTOACOSTAB @omaridrovo Por experiencia sÇ que lo privado es ""muÇrete primero y despuÇs te devolvemos (lo que nosotros queramos)"".   Me pas¢ DOS VECES, por eso nunca m†s. https://t.co/2OpVFGpoB0";Guayaquil, Ecuador;es;muerete;odio;no
826;1,48E+18;masoltrujillo1;5/1/2022 2:08;@jploayza94 No puedo esperas m†s de ti maldito ignorante.;Guayaquil, Ecuador;es;maldito;odio;si
827;1,48E+18;massuh_rafael;1/1/2022 13:59;@MauroToroO @IvanDuque Este es la representaci¢n perfecta de los Alvarado en el gobierno de Correa!! Unos pobres i tristes HdP !!;Samborondon, Ecuador;es;hdp;odio;si
828;1,48E+18;MateoEs91418213;28/12/2021 19:08;@JesusVa83130065 @johan_tupiza @CLMerlo Aprende comprensi¢n lectora imbÇcil,esas ligas si no hubieran extranjeros igual seguir°an en lo m†s alto en cambio tu liga de mejico sin los extranjeros ser°an una liga amateur. Saludos;Guayaquil, Ecuador;es;imbecil;odio;si
829;1,48E+18;Mathius_Bsc;4/1/2022 15:25;@FutbolPorno1 @SanMarinoTeam Ni asi es la cancion hondure§o hdp;guayaquil;es;hdp;odio;si
830;1,48E+18;Mathius_Bsc;4/1/2022 1:20;@honeypleaseee Habla como la verga que hablan no con acento argentino hdp;guayaquil;es;hdp;odio;si
831;1,48E+18;Mathius_Bsc;4/1/2022 1:25;@andy_alba7 Pero que hablas loco hdp;guayaquil;es;hdp;odio;si
832;1,48E+18;Matthew_jav;2/1/2022 9:58;Bueno, ojal† y todos estemos de acuerdo que adrew es el mejor spiderman pero el m†s desperdiciado, que buen actor que es el maldito, mi 1 de enero fue verme todas sus pel°culas;Machala, Ecuador;es;maldito;odio;no
833;1,48E+18;mauromorales30;3/1/2022 18:29;Maldito COVID siento que me respira en la nuca <U+0001F643>;Manta_manabi ;es;maldito;odio;si
834;1,48E+18;maychona2;31/12/2021 14:27;@Literario26 Y ahora como GUARDARµ COMO TESORO LOS 25 dolaritos, a§o 22 una pesadilla se preguntar†n CUµL EMPLEO? CUµL SUELDO? CUµL TESORO DE ATAHUALPA?CUAL DUBAI? <U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8><U+0001F4B8> aaaah, aaaah, aaaah bad bunny=lasoffffff IMBêCIL <U+0001F479>;SALINAS, Ecuador;es;imbecil;odio;si
835;1,48E+18;maychona2;6/1/2022 2:21;@SoleColoma Un HdP de cuello blanco q ostenta la Banda Presidencial <U+0001F648>, palabras de la Asamble°sta de UNES Palacios;SALINAS, Ecuador;es;hdp;odio;si
836;1,48E+18;maychona2;1/1/2022 5:36;≠Faltan 10 minutos para el 2022! https://t.co/rrWMSSRb7c PESE A TODOS ESTOS HdP MORENO LASO ROMO PILLOVICENCIO TRUJILLO DESDE EL INFIERNO,ES IMPERIOSO Q TENGAMOS ESPERANZA XQ ESTE DESASTRE NO PUEDE DURAR POR MUCHO TIEMPO POR ESO <U+203C><U+FE0F><U+0001F389><U+0001F38A>FELIZ A•O 22 A TODOS MIS AMIGOS INTERNAUTAS<U+203C><U+FE0F> https://t.co/m8jafBZx7I;SALINAS, Ecuador;es;hdp;odio;si
837;1,48E+18;Mazinge15839278;4/1/2022 0:59;@MemeBipoIar @tuiterasanta03 Apostar°a a que uno de Esos hdp es chapa. Por eso no quieren q tengan defiendas y hacen operativos: te quitan hasta el destornillador diciendo q es arma blanca.;Cuenca, Ecuador;es;hdp;odio;si
838;1,48E+18;Meganel68;28/12/2021 19:06;@ErnstDam En todo lado el espiritu de cuerpo. No es la entrevista, es la opini¢n que esta dando. ImbÇcil.;Ambato;es;imbecil;odio;si
839;1,48E+18;MeliCrnd;5/1/2022 4:12;Puro* maldito autocorrector;Los Rios, Ecuador;es;maldito;odio;si
840;1,48E+18;MenesesJuan;6/1/2022 2:13;Una de esas lluvias como la de la final pega ahorita con este CALOR maldito.;Guayaquil, Ecuador ;es;maldito;odio;no
841;1,48E+18;MFabian1971;3/1/2022 13:58;@DianaVeintimil2 Ese mal nacido se burla de todos, el mismo infierno lo escupir†;Guayaquil, Ecuador;es;mal nacido;odio;
842;1,48E+18;MFabian1971;2/1/2022 19:07;@Baque1982 @eduandinoe Calla imbÇcil, las neuronas cada a§o est†n fall†ndote xq tecleas estupideces;Guayaquil, Ecuador;es;imbecil;odio;si
843;1,48E+18;MFabian1971;2/1/2022 0:52;@Eduardo63052914 @AP_Kost @MashiRafael Pues bloquÇame imbÇcil, pero jam†s podr†s detener la RC te arder† el octopusi trad°n;Guayaquil, Ecuador;es;imbecil;odio;si
844;1,48E+18;miguel_lituma;2/1/2022 3:10;Maldito a§o nuevo !!!;Gualaceo, Ecuador;es;maldito;odio;si
845;1,48E+18;MiguelCampodon1;29/12/2021 17:10;Imbecil sufridor ,sirviente de Oligarcas. https://t.co/fJRr51EckS;Guayaquil ;es;imbecil;odio;si
846;1,48E+18;MiguelMacias79;31/12/2021 13:46;@vekale75 Que hdp el que lo filma? en vez de ayudarlo <U+0001F972>;Guayaquil;es;hdp;odio;si
847;1,48E+18;mishellbones;1/1/2022 20:51;Maldito sistema !;Guayaquil - ecuador ;es;maldito;odio;si
848;1,48E+18;MoisesAguirre98;6/1/2022 1:03;"@iKatCalle Pues solamente un descerebrado e imbecil permitir°a que le inyecten una vacuna en fase experimental. Cualquier con 2 dedos de frente hubiera esperado m†s tiempo para saber si son m†s los riesgos que los beneficios. 
Porque lo m°nimo para ser aprobada una vacuna son 3 a  5 a§os.";Guayaquil;es;imbecil;odio;si
849;1,48E+18;MonicaFaour;1/1/2022 2:39;Disney siempre haciÇndome llorar hdp!;Guayaquil, Ecuador;es;hdp;odio;si
850;1,48E+18;MonicaFaour;5/1/2022 22:37;He encontrado un nicho en tiktok (monicafaour) que ha logrado tener un alcance decente, no me deja de impresionar los comentarios que la gente puede dejar que hdp que l gente vive en hate puro por puro placer? vayan a tocar el cÇsped hijueputas;Guayaquil, Ecuador;es;hdp;odio;si
851;1,48E+18;MonicaFaour;1/1/2022 2:36;Feliz a§o hdp! Esposo con covid y yo encerrada en el estudio <U+0001F972> (pero low key amando el plan, solo quisiera que @kikebenetazzo estÇ ac† conmigo!) https://t.co/fdlLQKXIqg;Guayaquil, Ecuador;es;hdp;odio;si
852;1,48E+18;MonicaFaour;1/1/2022 2:33;@sick_boy Ese viejo lo hicieron con ma§a hdp jajaja;Guayaquil, Ecuador;es;hdp;odio;no
853;1,48E+18;mrhateful;5/1/2022 13:50;que maldita ladilla que uno tiene que cargar con los peos de los pap†s en la vida adulta. maldita sea yo no ped° asociar las actitudes toxicas de ellos con las personas que me relacionarÇ, maldito inconsciente https://t.co/n0gbQYYheX;manta, Ecuador;es;maldito;odio;si
854;1,48E+18;MrJourney79;5/1/2022 21:18;@_tita98 Ignora al imbecil;Guayaquil, Ecuador;es;imbecil;odio;si
855;1,48E+18;msaab76;3/1/2022 3:14;@MashiRafael y esta no es justicia corrupta u crimen de lesa humanidad?? Y tantas estupideces que rebusnasr?? A no.. esto es prensa corrupta...IMBECIL https://t.co/5MlmuagN5s;Guayaquil;es;imbecil;odio;si
856;1,48E+18;mua1997_;5/1/2022 20:13;Te odio maldito COVID <U+0001F629><U+0001F629>;Guayaquil, Ecuador;es;maldito;odio;si
857;1,48E+18;Murillolaw;2/1/2022 7:52;"La #FE £nicamente en #DIOS  
Jerem°as 17:5: As° ha dicho #HASHEM: Maldito el hombre (humanidad como tal) que conf°a en el hombre, y pone carne por su brazo, y su coraz¢n se aparta de HASHEM.";Guayaquil, Ecuador;es;maldito;odio;no
858;1,48E+18;mvicunabotto;31/12/2021 2:46;@AnitaMGalarzaA Es que se mira al espejo y no se conoce el muy imbÇcil;Guayas, Ecuador;es;imbecil;odio;si
859;1,48E+18;NabilaGilcesV;1/1/2022 20:49;Maldito A§o Nuevo y lo que me trajo?. no hay d¢nde comprar cola <U+0001F62D>;Guayaquil, Ecuador;es;maldito;odio;si
860;1,48E+18;Nathaliedjv_13;3/1/2022 0:25;Maldito covid;Guayaquil, Ecuador;es;maldito;odio;si
861;1,48E+18;nayis_ly;3/1/2022 2:57;Ahora si digo maldito a§o nuevo:(;El Oro, Ecuador;es;maldito;odio;si
862;1,48E+18;Negela4;2/1/2022 6:44;"Volv° a escuchar canserbero y me acordÇ de ese maldito que me dedico ""querer querernos"", que buenos flashback me trajo.";Milagro, Ecuador;es;maldito;odio;no
863;1,48E+18;Nestorianosoci1;4/1/2022 15:18;@leopoldolopez LEE MUY BIEN ASESINO Y CORRUPTO @leopoldolopez ERES UN MALDITO DEGENERADO PSIC‡PATA QUE MERECE MUCHO MµS QUE UNA SIMPLE CONDENA EN UNA CµRCEL DE LA QUE SEGURAMENTE PUDIERAS ESCAPAR. https://t.co/czOlnYovyR;En el mundo...;es;maldito;odio;si
864;1,48E+18;NickBriones007;5/1/2022 3:20;@ramiroaguilart @LassoGuillermo @BancadaUNESec De fuente fidedigna...supe que todo fue por ese tema...pero este @LassoGuillermo   hijo de puta es un maldito mentiroso..;Gye.;es;maldito;odio;si
865;1,48E+18;nicolemedrandam;3/1/2022 0:47;Maldito covid, me da miedo salir y solo he pasado durmiendo desde el 30;Manta, Ecuador;es;maldito;odio;si
866;1,48E+18;NidiaJohanna_;1/1/2022 21:13;Maldito a§o nuevooo https://t.co/8nWE38VTcz;Guayaquil, Ecuador;es;maldito;odio;si
867;1,48E+18;nietodiablo;5/1/2022 1:21;@oburneo40 Emplea esa palabra xq un mal nacido;Guayaquil Ecuador;es;mal nacido;odio;
868;1,48E+18;NoeliaBP2;3/1/2022 0:54;@CapiZapataEC @ECU911_ ImbÇcil. Deber°a decretar emergencia aislamiento todo el pais y teletrabajo obligatorio en todo el pa°s. Que creen que va a suceder cuando toda esa gente que viaj¢ regrese a sus trabajos?;Ambato, Ecuador;es;imbecil;odio;si
869;1,48E+18;Nonobenincasa;29/12/2021 18:24;"..a m° me vale verga si no te vacunas ..por mi lado muÇrete hpta ..no entiendo el af†n de pelar gaver con eso ..no te van a contagiar ""m†s fuerte"" los antivacuna por no estar vacunados.. vacunado o no te pueden contagiar de igual forma.. ya dejen la ignorancia.. que se mueran..";Guayaquil, Ecuador;es;muerete;odio;si
870;1,48E+18;odebrechtmoment;5/1/2022 12:36;@LumiereblueH @rita_norma @OscarAyerve @CorteNacional @RadioAntenaFM @radiok1ecuador @OndasCanaris @LaRadioAsamblea @MinGobiernoEc @FiscaliaEcuador @PGEcuadorImagen @Radioelite997fm @radio_pichincha @Presidencia_Ec Se dice gran HDP DESCACARADO MMV;Latacunga;es;hdp;odio;si
871;1,48E+18;odebrechtmoment;5/1/2022 12:42;"@LatinFrog @eluniversocom Asesinos de antivax

Los grandes HDP que son 10 a 20% ocupan 80 a 90% de las camas de ICU y ademas transmiten 100x mas el virus.

Si no quieren vacuna: QUE PAGEN POR LA ATENCION HOSPITALARIA Y QUE NO ENTRAN A ICU.

Y aun asi seguiran esparciendo el virus jodiendo los demas
HDP";Latacunga;es;hdp;odio;si
872;1,48E+18;Odettefrc;4/1/2022 15:57;Porque la gente es tan imbÇcil?;Guayaquil, Ecuador;es;imbecil;odio;si
873;1,48E+18;orcomi24;4/1/2022 12:23;@JosDeLaCruzS @rlopezaliaga1 Que tal concha la tuya HDP osea as° JUSTIFICAS lo que este gobierno miserable est† haciendo eres otro ashnucha CTM.;tumbes;es;hdp;odio;si
874;1,48E+18;osmar19162729;5/1/2022 20:00;@Jul1anLopez @CarlosAndresMN @goltvecu Y que quieres un LONGOpoli regionalista hdp;Guayaquil, Ecuador;es;hdp;odio;si
875;1,48E+18;oswaldocheca;4/1/2022 13:28;Caso Banco del Pacifico. Eres un maldito @LassoGuillermo https://t.co/47rAcU5EfZ;Guayaquil;es;maldito;odio;si
876;1,48E+18;OtroSolitario1;3/1/2022 13:52;@Ctinoco1600 Por fin adquieres algo de buen gusto, maldito;Daule, Ecuador;es;maldito;odio;si
877;1,48E+18;OyeZapatoviejo;1/1/2022 23:31;@paultutiven @teleamazonasec Un total imbecil, hacemos lo que nos da la gana por c†mara pueden sacarle la placa @ATMGuayaquil;Guayaquil;es;imbecil;odio;si
878;1,48E+18;pablo_david95;1/1/2022 6:14;Por fin te fuiste, por fin te acabaste! Hdp 2021!;Cuenca, Ecuador;es;hdp;odio;si
879;1,48E+18;Pablo78650681;5/1/2022 6:07;Maldito a§o nuevo;;es;maldito;odio;si
880;1,48E+18;pablobeltranS;5/1/2022 1:30;Maldito sistema que hace pensar a la gente que el dinero lo es todo.;Pasaje, Ecuador;es;maldito;odio;si
881;1,48E+18;PabloCab_77;5/1/2022 21:43;@ElBatmanec Ya son 5 a§os soportando a esa bestia destructora carente de Çtica y profesionalismo,s¢lo es un maldito est£pido y un mediocre sin escr£pulos @LassoGuillermo;Napo;es;maldito;odio;si
882;1,48E+18;PabloCab_77;5/1/2022 21:39;@Pipo1178 @IESSec El desempleo y la escasez de oportunidades seguir†n siendo el pan de cada d°a gracias al pedazo de imbÇcil de @LassoGuillermo;Napo;es;imbecil;odio;si
883;1,48E+18;PabloCarreraB;5/1/2022 1:57;Uno enamorado se pone como imbecil la plena;Guayaquil, Ecuador;es;imbecil;odio;si
884;1,48E+18;PabloCastilloM;3/1/2022 14:22;@Julioqc @gattillos_11 No puede ser que hayan seres tan hdp...;All the world;es;hdp;odio;si
885;1,48E+18;PabloCastilloM;5/1/2022 0:06;@JacoboG_Ecu Estos hdp se pusieron de acuerdo para hablar lindo, Chiriboga y Arosemena se las est†n jugando todo o se la est†n fumando completa.;All the world;es;hdp;odio;si
